"Path","LegacyRoot","Title","Namespace","Role","System","Workspace","Type","Project","Domain","Status","Authority","SuggestedRole","SuggestedSystem","SuggestedWorkspace","SuggestedTarget","MigrationDisposition","Confidence","NeedsHumanReview","PathSensitiveReferenceCount","PathSensitiveKinds"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\scoutqa-test\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\scoutqa-test\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.scoutqa-test.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\screen-recording\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\screen-recording\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.screen-recording.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\secret-scanning\references\alerts-and-remediation.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\secret-scanning\references\alerts-and-remediation.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.secret-scanning.references.alerts-and-remediation.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\secret-scanning\references\custom-patterns.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\secret-scanning\references\custom-patterns.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.secret-scanning.references.custom-patterns.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\secret-scanning\references\push-protection.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\secret-scanning\references\push-protection.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.secret-scanning.references.push-protection.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\secret-scanning\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\secret-scanning\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.secret-scanning.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\security-review\references\language-patterns.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\security-review\references\language-patterns.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.security-review.references.language-patterns.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\security-review\references\report-format.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\security-review\references\report-format.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.security-review.references.report-format.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\security-review\references\vuln-categories.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\security-review\references\vuln-categories.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.security-review.references.vuln-categories.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\security-review\references\vulnerable-packages.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\security-review\references\vulnerable-packages.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.security-review.references.vulnerable-packages.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\security-review\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\security-review\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.security-review.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\semantic-kernel\references\dotnet.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\semantic-kernel\references\dotnet.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.semantic-kernel.references.dotnet.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\semantic-kernel\references\python.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\semantic-kernel\references\python.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.semantic-kernel.references.python.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\semantic-kernel\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\semantic-kernel\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.semantic-kernel.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","4","path-qualified-markdown-link"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\server-side-conversion-tracking\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\server-side-conversion-tracking\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.server-side-conversion-tracking.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\setup-my-iq\assets\templates\AGENTS.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\setup-my-iq\assets\templates\AGENTS.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.setup-my-iq.assets.templates.agents.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\setup-my-iq\assets\templates\communication-style.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\setup-my-iq\assets\templates\communication-style.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.setup-my-iq.assets.templates.communication-style.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\setup-my-iq\assets\templates\identity.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\setup-my-iq\assets\templates\identity.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.setup-my-iq.assets.templates.identity.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\setup-my-iq\assets\templates\preferences-and-constraints.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\setup-my-iq\assets\templates\preferences-and-constraints.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.setup-my-iq.assets.templates.preferences-and-constraints.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\setup-my-iq\assets\templates\role-and-responsibilities.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\setup-my-iq\assets\templates\role-and-responsibilities.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.setup-my-iq.assets.templates.role-and-responsibilities.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\setup-my-iq\assets\templates\team.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\setup-my-iq\assets\templates\team.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.setup-my-iq.assets.templates.team.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\setup-my-iq\assets\templates\tools-systems-and-config.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\setup-my-iq\assets\templates\tools-systems-and-config.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.setup-my-iq.assets.templates.tools-systems-and-config.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\setup-my-iq\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\setup-my-iq\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.setup-my-iq.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","1","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\shopify-review-triage\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\shopify-review-triage\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.shopify-review-triage.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\shuffle-json-data\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\shuffle-json-data\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.shuffle-json-data.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
